"Name","Date","All cause","Covid-19 Deaths"
"Telford and Wrekin",2020-05-03,0,0
"Thurrock",2020-05-03,0,0
"Torbay",2020-05-03,0,0
"Tower Hamlets",2020-05-03,0,0
"Trafford",2020-05-03,0,0
"Wakefield",2020-05-03,0,0
"Walsall",2020-05-03,0,0
"Waltham Forest",2020-05-03,0,0
"Wandsworth",2020-05-03,0,0
"Warrington",2020-05-03,3,1
"Warwickshire",2020-05-03,2,2
"West Berkshire",2020-05-03,0,0
"West Sussex",2020-05-03,4,2
"Westminster",2020-05-03,0,0
"Wigan",2020-05-03,0,0
"Wiltshire",2020-05-03,3,2
"Windsor and Maidenhead",2020-05-03,0,0
"Wirral",2020-05-03,3,1
"Wokingham",2020-05-03,1,0
"Wolverhampton",2020-05-03,0,0
"Worcestershire",2020-05-03,2,2
"York",2020-05-03,1,0
"Notes:",2020-05-03,,
"1. Data provided by Care Quality Commission",2020-05-03,,
"2. Figures are for deaths CQC are notified of on the days specified. Figures only include deaths that were notified by 08 May 2020, and may be an underestimate due to notification delays.",2020-05-03,,
"3. Figures are for persons who were resident in and died in a care home",2020-05-03,,
"England",2020-05-04,1127,484
"Barking and Dagenham",2020-05-04,4,1
"Barnet",2020-05-04,1,0
"Barnsley",2020-05-04,6,4
"Bath and North East Somerset",2020-05-04,3,1
"Bedford",2020-05-04,3,1
"Bexley",2020-05-04,2,0
"Birmingham",2020-05-04,12,2
"Blackburn with Darwen",2020-05-04,2,0
"Blackpool",2020-05-04,1,0
"Bolton",2020-05-04,0,0
"Bournemouth, Christchurch and Poole",2020-05-04,10,5
"Bracknell Forest",2020-05-04,0,0
"Bradford",2020-05-04,7,3
"Brent",2020-05-04,1,0
"Brighton and Hove",2020-05-04,3,2
"Bristol, City of",2020-05-04,5,4
"Bromley",2020-05-04,2,1
"Buckinghamshire",2020-05-04,8,2
"Bury",2020-05-04,9,3
"Calderdale",2020-05-04,2,0
"Cambridgeshire",2020-05-04,13,3
"Camden",2020-05-04,1,0
"Central Bedfordshire",2020-05-04,3,0
"Cheshire East",2020-05-04,22,11
"Cheshire West and Chester",2020-05-04,2,2
"Cornwall",2020-05-04,11,3
"County Durham",2020-05-04,15,7
"Coventry",2020-05-04,5,2
"Croydon",2020-05-04,5,4
"Cumbria",2020-05-04,18,10
"Darlington",2020-05-04,4,1
"Derby",2020-05-04,4,2
"Derbyshire",2020-05-04,19,7
"Devon",2020-05-04,9,3
"Doncaster",2020-05-04,3,1
"Dorset",2020-05-04,10,3
"Dudley",2020-05-04,4,0
"Ealing",2020-05-04,4,2
"East Riding of Yorkshire",2020-05-04,6,3
"East Sussex",2020-05-04,18,7
"Enfield",2020-05-04,8,2
"Essex",2020-05-04,38,10
"Gateshead",2020-05-04,3,1
"Gloucestershire",2020-05-04,11,5
"Greenwich",2020-05-04,0,0
"Hackney",2020-05-04,1,1
"Halton",2020-05-04,3,2
"Hammersmith and Fulham",2020-05-04,0,0
"Hampshire",2020-05-04,40,17
"Haringey",2020-05-04,1,1
"Harrow",2020-05-04,2,1
"Hartlepool",2020-05-04,8,3
"Havering",2020-05-04,3,2
"Herefordshire, County of",2020-05-04,8,3
"Hertfordshire",2020-05-04,28,10
"Hillingdon",2020-05-04,2,0
"Hounslow",2020-05-04,1,0
"Isle of Wight",2020-05-04,1,0
"Islington",2020-05-04,1,0
"Kensington and Chelsea",2020-05-04,0,0
"Kent",2020-05-04,31,10
"Kingston upon Hull, City of",2020-05-04,6,4
"Kingston upon Thames",2020-05-04,3,1
"Kirklees",2020-05-04,12,4
"Knowsley",2020-05-04,3,1
"Lambeth",2020-05-04,2,0
"Lancashire",2020-05-04,35,11
"Leeds",2020-05-04,33,15
"Leicester",2020-05-04,8,3
"Leicestershire",2020-05-04,16,8
"Lewisham",2020-05-04,0,0
"Lincolnshire",2020-05-04,12,3
"Liverpool",2020-05-04,9,7
"Luton",2020-05-04,1,1
"Manchester",2020-05-04,7,3
"Medway",2020-05-04,2,1
"Merton",2020-05-04,1,1
"Middlesbrough",2020-05-04,5,3
"Milton Keynes",2020-05-04,7,1
"Newcastle upon Tyne",2020-05-04,12,8
"Newham",2020-05-04,0,0
"Norfolk",2020-05-04,22,10
"North East Lincolnshire",2020-05-04,8,2
"North Lincolnshire",2020-05-04,3,0
"North Somerset",2020-05-04,6,2
"North Tyneside",2020-05-04,2,1
"North Yorkshire",2020-05-04,20,6
"Northamptonshire",2020-05-04,14,6
"Northumberland",2020-05-04,9,3
"Nottingham",2020-05-04,4,2
"Nottinghamshire",2020-05-04,37,21
"Oldham",2020-05-04,4,2
"Oxfordshire",2020-05-04,12,7
"Peterborough",2020-05-04,5,2
"Plymouth",2020-05-04,10,5
"Portsmouth",2020-05-04,6,4
"Reading",2020-05-04,2,2
"Redbridge",2020-05-04,1,1
"Redcar and Cleveland",2020-05-04,2,0
"Richmond upon Thames",2020-05-04,3,2
"Rochdale",2020-05-04,4,3
"Rotherham",2020-05-04,6,3
"Rutland",2020-05-04,0,
"Salford",2020-05-04,4,3
"Sandwell",2020-05-04,11,4
"Sefton",2020-05-04,10,3
"Sheffield",2020-05-04,12,6
"Shropshire",2020-05-04,5,4
"Slough",2020-05-04,0,0
"Solihull",2020-05-04,4,0
"Somerset",2020-05-04,13,3
"South Gloucestershire",2020-05-04,7,3
"South Tyneside",2020-05-04,6,6
"Southampton",2020-05-04,5,2
"Southend-on-Sea",2020-05-04,6,3
"Southwark",2020-05-04,2,1
"St. Helens",2020-05-04,3,3
"Staffordshire",2020-05-04,18,8
"Stockport",2020-05-04,4,4
"Stockton-on-Tees",2020-05-04,3,0
"Stoke-on-Trent",2020-05-04,3,3
"Suffolk",2020-05-04,16,4
"Sunderland",2020-05-04,5,4
"Surrey",2020-05-04,26,13
"Sutton",2020-05-04,2,1
"Swindon",2020-05-04,7,5
"Tameside",2020-05-04,2,0
"Telford and Wrekin",2020-05-04,6,4
"Thurrock",2020-05-04,5,2
"Torbay",2020-05-04,3,3
"Tower Hamlets",2020-05-04,0,0
"Trafford",2020-05-04,3,0
"Wakefield",2020-05-04,6,4
"Walsall",2020-05-04,3,3
"Waltham Forest",2020-05-04,1,0
"Wandsworth",2020-05-04,2,1
"Warrington",2020-05-04,8,5
"Warwickshire",2020-05-04,18,10
"West Berkshire",2020-05-04,3,0
"West Sussex",2020-05-04,22,10
"Westminster",2020-05-04,0,0
"Wigan",2020-05-04,5,4
"Wiltshire",2020-05-04,21,10
"Windsor and Maidenhead",2020-05-04,2,0
"Wirral",2020-05-04,8,3
"Wokingham",2020-05-04,4,0
"Wolverhampton",2020-05-04,6,2
"Worcestershire",2020-05-04,11,3
"York",2020-05-04,15,10
"Notes:",2020-05-04,,
"1. Data provided by Care Quality Commission",2020-05-04,,
"2. Figures are for deaths CQC are notified of on the days specified. Figures only include deaths that were notified by 08 May 2020, and may be an underestimate due to notification delays.",2020-05-04,,
"3. Figures are for persons who were resident in and died in a care home",2020-05-04,,
"England",2020-05-05,649,275
"Barking and Dagenham",2020-05-05,0,0
"Barnet",2020-05-05,3,3
"Barnsley",2020-05-05,3,2
"Bath and North East Somerset",2020-05-05,2,2
"Bedford",2020-05-05,3,1
"Bexley",2020-05-05,4,1
"Birmingham",2020-05-05,8,3
"Blackburn with Darwen",2020-05-05,1,0
"Blackpool",2020-05-05,4,2
"Bolton",2020-05-05,7,3
"Bournemouth, Christchurch and Poole",2020-05-05,5,0
"Bracknell Forest",2020-05-05,1,0
"Bradford",2020-05-05,7,4
"Brent",2020-05-05,0,0
"Brighton and Hove",2020-05-05,4,1
"Bristol, City of",2020-05-05,4,1
"Bromley",2020-05-05,2,2
"Buckinghamshire",2020-05-05,5,2
"Bury",2020-05-05,0,0
"Calderdale",2020-05-05,4,3
"Cambridgeshire",2020-05-05,4,3
"Camden",2020-05-05,2,1
"Central Bedfordshire",2020-05-05,2,0
"Cheshire East",2020-05-05,5,4
"Cheshire West and Chester",2020-05-05,3,2
"Cornwall",2020-05-05,8,3
"County Durham",2020-05-05,10,6
"Coventry",2020-05-05,1,1
"Croydon",2020-05-05,3,2
"Cumbria",2020-05-05,9,3
"Darlington",2020-05-05,0,0
"Derby",2020-05-05,13,5
"Derbyshire",2020-05-05,9,4
"Devon",2020-05-05,9,2
"Doncaster",2020-05-05,4,2
"Dorset",2020-05-05,6,3
"Dudley",2020-05-05,4,1
"Ealing",2020-05-05,4,0
"East Riding of Yorkshire",2020-05-05,6,1
"East Sussex",2020-05-05,9,6
"Enfield",2020-05-05,1,0
"Essex",2020-05-05,26,10
"Gateshead",2020-05-05,8,3
"Gloucestershire",2020-05-05,15,7
"Greenwich",2020-05-05,0,0
"Hackney",2020-05-05,0,0
"Halton",2020-05-05,1,0
"Hammersmith and Fulham",2020-05-05,1,1
"Hampshire",2020-05-05,21,10
"Haringey",2020-05-05,1,0
"Harrow",2020-05-05,3,2
"Hartlepool",2020-05-05,3,1
"Havering",2020-05-05,1,0
"Herefordshire, County of",2020-05-05,1,1
"Hertfordshire",2020-05-05,9,3
"Hillingdon",2020-05-05,3,2
"Hounslow",2020-05-05,4,3
"Isle of Wight",2020-05-05,2,0
"Islington",2020-05-05,1,0
"Kensington and Chelsea",2020-05-05,0,0
"Kent",2020-05-05,13,4
"Kingston upon Hull, City of",2020-05-05,1,0
"Kingston upon Thames",2020-05-05,2,1
"Kirklees",2020-05-05,5,4
"Knowsley",2020-05-05,2,2
"Lambeth",2020-05-05,1,1
"Lancashire",2020-05-05,21,6
"Leeds",2020-05-05,14,9
"Leicester",2020-05-05,3,1
"Leicestershire",2020-05-05,11,2
"Lewisham",2020-05-05,0,0
"Lincolnshire",2020-05-05,3,2
"Liverpool",2020-05-05,5,0
"Luton",2020-05-05,0,0
"Manchester",2020-05-05,0,0
"Medway",2020-05-05,0,0
"Merton",2020-05-05,3,1
"Middlesbrough",2020-05-05,2,2
"Milton Keynes",2020-05-05,2,1
"Newcastle upon Tyne",2020-05-05,5,3
"Newham",2020-05-05,3,2
"Norfolk",2020-05-05,11,3
"North East Lincolnshire",2020-05-05,0,0
"North Lincolnshire",2020-05-05,0,0
"North Somerset",2020-05-05,7,1
"North Tyneside",2020-05-05,7,3
"North Yorkshire",2020-05-05,4,1
"Northamptonshire",2020-05-05,9,1
"Northumberland",2020-05-05,5,2
"Nottingham",2020-05-05,3,1
"Nottinghamshire",2020-05-05,14,8
"Oldham",2020-05-05,3,0
"Oxfordshire",2020-05-05,2,0
"Peterborough",2020-05-05,4,0
"Plymouth",2020-05-05,4,0
"Portsmouth",2020-05-05,3,0
"Reading",2020-05-05,2,1
"Redbridge",2020-05-05,1,0
"Redcar and Cleveland",2020-05-05,0,0
"Richmond upon Thames",2020-05-05,0,0
"Rochdale",2020-05-05,1,0
"Rotherham",2020-05-05,3,0
"Rutland",2020-05-05,1,
"Salford",2020-05-05,4,2
"Sandwell",2020-05-05,4,2
"Sefton",2020-05-05,2,0
"Sheffield",2020-05-05,9,6
"Shropshire",2020-05-05,4,1
"Slough",2020-05-05,1,0
"Solihull",2020-05-05,5,0
"Somerset",2020-05-05,4,1
"South Gloucestershire",2020-05-05,4,1
"South Tyneside",2020-05-05,2,1
"Southampton",2020-05-05,2,0
"Southend-on-Sea",2020-05-05,1,0
"Southwark",2020-05-05,0,0
"St. Helens",2020-05-05,0,0
"Staffordshire",2020-05-05,10,2
"Stockport",2020-05-05,0,0
"Stockton-on-Tees",2020-05-05,2,1
"Stoke-on-Trent",2020-05-05,1,1
"Suffolk",2020-05-05,14,7
"Sunderland",2020-05-05,4,3
"Surrey",2020-05-05,22,10
"Sutton",2020-05-05,3,2
"Swindon",2020-05-05,3,2
"Tameside",2020-05-05,3,1
"Telford and Wrekin",2020-05-05,1,0
"Thurrock",2020-05-05,0,0
"Torbay",2020-05-05,5,5
"Tower Hamlets",2020-05-05,1,0
"Trafford",2020-05-05,4,3
"Wakefield",2020-05-05,0,0
"Walsall",2020-05-05,4,3
"Waltham Forest",2020-05-05,0,0
"Wandsworth",2020-05-05,1,0
"Warrington",2020-05-05,2,2
"Warwickshire",2020-05-05,12,3
"West Berkshire",2020-05-05,2,2
"West Sussex",2020-05-05,15,8
"Westminster",2020-05-05,0,0
"Wigan",2020-05-05,5,0
"Wiltshire",2020-05-05,4,4
"Windsor and Maidenhead",2020-05-05,4,3
"Wirral",2020-05-05,8,4
"Wokingham",2020-05-05,1,1
"Wolverhampton",2020-05-05,1,1
"Worcestershire",2020-05-05,13,6
"York",2020-05-05,3,3
"Notes:",2020-05-05,,
"1. Data provided by Care Quality Commission",2020-05-05,,
"2. Figures are for deaths CQC are notified of on the days specified. Figures only include deaths that were notified by 08 May 2020, and may be an underestimate due to notification delays.",2020-05-05,,
"3. Figures are for persons who were resident in and died in a care home",2020-05-05,,
"England",2020-05-06,631,265
"Barking and Dagenham",2020-05-06,0,0
"Barnet",2020-05-06,3,3
"Barnsley",2020-05-06,4,4
"Bath and North East Somerset",2020-05-06,1,0
"Bedford",2020-05-06,1,0
"Bexley",2020-05-06,3,1
"Birmingham",2020-05-06,4,2
"Blackburn with Darwen",2020-05-06,1,1
"Blackpool",2020-05-06,3,0
"Bolton",2020-05-06,1,1
"Bournemouth, Christchurch and Poole",2020-05-06,5,0
"Bracknell Forest",2020-05-06,1,0
"Bradford",2020-05-06,6,0
"Brent",2020-05-06,0,0
"Brighton and Hove",2020-05-06,3,0
"Bristol, City of",2020-05-06,2,2
"Bromley",2020-05-06,4,3
"Buckinghamshire",2020-05-06,7,4
"Bury",2020-05-06,5,4
"Calderdale",2020-05-06,2,1
"Cambridgeshire",2020-05-06,13,4
"Camden",2020-05-06,0,0
"Central Bedfordshire",2020-05-06,2,0
"Cheshire East",2020-05-06,5,4
"Cheshire West and Chester",2020-05-06,4,2
"Cornwall",2020-05-06,8,5
"County Durham",2020-05-06,13,8
"Coventry",2020-05-06,2,1
"Croydon",2020-05-06,2,1
"Cumbria",2020-05-06,6,3
"Darlington",2020-05-06,5,2
"Derby",2020-05-06,5,2
"Derbyshire",2020-05-06,12,5
"Devon",2020-05-06,6,2
"Doncaster",2020-05-06,5,4
"Dorset",2020-05-06,7,1
"Dudley",2020-05-06,0,0
"Ealing",2020-05-06,0,0
"East Riding of Yorkshire",2020-05-06,6,2
"East Sussex",2020-05-06,9,5
"Enfield",2020-05-06,3,2
"Essex",2020-05-06,12,6
"Gateshead",2020-05-06,2,2
"Gloucestershire",2020-05-06,8,5
"Greenwich",2020-05-06,0,0
"Hackney",2020-05-06,0,0
"Halton",2020-05-06,1,0
"Hammersmith and Fulham",2020-05-06,0,0
"Hampshire",2020-05-06,15,3
"Haringey",2020-05-06,1,0
"Harrow",2020-05-06,1,1
"Hartlepool",2020-05-06,2,1
"Havering",2020-05-06,3,0
"Herefordshire, County of",2020-05-06,12,6
"Hertfordshire",2020-05-06,19,7
"Hillingdon",2020-05-06,0,0
"Hounslow",2020-05-06,0,0
"Isle of Wight",2020-05-06,4,1
"Islington",2020-05-06,0,0
"Kensington and Chelsea",2020-05-06,0,0
"Kent",2020-05-06,16,4
"Kingston upon Hull, City of",2020-05-06,9,6
"Kingston upon Thames",2020-05-06,0,0
"Kirklees",2020-05-06,4,2
"Knowsley",2020-05-06,2,0
"Lambeth",2020-05-06,0,0
"Lancashire",2020-05-06,19,4
"Leeds",2020-05-06,9,6
"Leicester",2020-05-06,4,1
"Leicestershire",2020-05-06,6,2
"Lewisham",2020-05-06,1,0
"Lincolnshire",2020-05-06,8,1
"Liverpool",2020-05-06,5,3
"Luton",2020-05-06,0,0
"Manchester",2020-05-06,1,1
"Medway",2020-05-06,0,0
"Merton",2020-05-06,1,1
"Middlesbrough",2020-05-06,1,0
"Milton Keynes",2020-05-06,4,3
"Newcastle upon Tyne",2020-05-06,1,0
"Newham",2020-05-06,0,0
"Norfolk",2020-05-06,11,4
"North East Lincolnshire",2020-05-06,0,0
"North Lincolnshire",2020-05-06,3,1
"North Somerset",2020-05-06,7,0
"North Tyneside",2020-05-06,1,1
"North Yorkshire",2020-05-06,11,5
"Northamptonshire",2020-05-06,6,3
"Northumberland",2020-05-06,5,2
"Nottingham",2020-05-06,3,2
"Nottinghamshire",2020-05-06,8,2
"Oldham",2020-05-06,4,1
"Oxfordshire",2020-05-06,3,2
"Peterborough",2020-05-06,0,0
"Plymouth",2020-05-06,2,0
"Portsmouth",2020-05-06,0,0
"Reading",2020-05-06,1,1
"Redbridge",2020-05-06,1,1
"Redcar and Cleveland",2020-05-06,4,1
"Richmond upon Thames",2020-05-06,0,0
"Rochdale",2020-05-06,1,0
"Rotherham",2020-05-06,3,2
"Rutland",2020-05-06,0,
"Salford",2020-05-06,2,0
"Sandwell",2020-05-06,1,0
"Sefton",2020-05-06,2,0
"Sheffield",2020-05-06,24,19
"Shropshire",2020-05-06,5,3
"Slough",2020-05-06,2,2
"Solihull",2020-05-06,3,1
"Somerset",2020-05-06,10,2
"South Gloucestershire",2020-05-06,3,2
"South Tyneside",2020-05-06,6,2
"Southampton",2020-05-06,3,2
"Southend-on-Sea",2020-05-06,0,0
"Southwark",2020-05-06,1,0
"St. Helens",2020-05-06,6,2
"Staffordshire",2020-05-06,14,5
"Stockport",2020-05-06,0,0
"Stockton-on-Tees",2020-05-06,3,2
"Stoke-on-Trent",2020-05-06,3,0
"Suffolk",2020-05-06,17,3
"Sunderland",2020-05-06,0,0
"Surrey",2020-05-06,18,9
"Sutton",2020-05-06,0,0
"Swindon",2020-05-06,0,0
"Tameside",2020-05-06,1,0
"Telford and Wrekin",2020-05-06,6,0
"Thurrock",2020-05-06,0,0
"Torbay",2020-05-06,0,0
"Tower Hamlets",2020-05-06,0,0
"Trafford",2020-05-06,2,2
"Wakefield",2020-05-06,0,0
"Walsall",2020-05-06,15,1
"Waltham Forest",2020-05-06,2,1
"Wandsworth",2020-05-06,0,0
"Warrington",2020-05-06,1,0
"Warwickshire",2020-05-06,8,3
"West Berkshire",2020-05-06,4,3
"West Sussex",2020-05-06,14,3
"Westminster",2020-05-06,0,0
"Wigan",2020-05-06,2,2
"Wiltshire",2020-05-06,13,7
"Windsor and Maidenhead",2020-05-06,1,1
"Wirral",2020-05-06,6,4
"Wokingham",2020-05-06,1,1
"Wolverhampton",2020-05-06,5,3
"Worcestershire",2020-05-06,10,6
"York",2020-05-06,3,1
"Notes:",2020-05-06,,
"1. Data provided by Care Quality Commission",2020-05-06,,
"2. Figures are for deaths CQC are notified of on the days specified. Figures only include deaths that were notified by 08 May 2020, and may be an underestimate due to notification delays.",2020-05-06,,
"3. Figures are for persons who were resident in and died in a care home",2020-05-06,,
"England",2020-05-07,630,266
"Barking and Dagenham",2020-05-07,0,0
"Barnet",2020-05-07,6,4
"Barnsley",2020-05-07,3,2
"Bath and North East Somerset",2020-05-07,2,0
"Bedford",2020-05-07,0,0
"Bexley",2020-05-07,2,1
"Birmingham",2020-05-07,12,2
"Blackburn with Darwen",2020-05-07,1,1
"Blackpool",2020-05-07,1,0
"Bolton",2020-05-07,4,2
"Bournemouth, Christchurch and Poole",2020-05-07,5,0
"Bracknell Forest",2020-05-07,0,0
"Bradford",2020-05-07,11,4
"Brent",2020-05-07,0,0
"Brighton and Hove",2020-05-07,3,1
"Bristol, City of",2020-05-07,4,2
"Bromley",2020-05-07,0,0
"Buckinghamshire",2020-05-07,3,2
"Bury",2020-05-07,1,0
"Calderdale",2020-05-07,1,1
"Cambridgeshire",2020-05-07,11,3
"Camden",2020-05-07,0,0
"Central Bedfordshire",2020-05-07,2,0
"Cheshire East",2020-05-07,10,9
"Cheshire West and Chester",2020-05-07,18,10
"Cornwall",2020-05-07,7,1
"County Durham",2020-05-07,17,14
"Coventry",2020-05-07,1,0
"Croydon",2020-05-07,9,1
"Cumbria",2020-05-07,4,2
"Darlington",2020-05-07,3,2
"Derby",2020-05-07,1,1
"Derbyshire",2020-05-07,14,8
"Devon",2020-05-07,11,1
"Doncaster",2020-05-07,5,1
"Dorset",2020-05-07,4,1
"Dudley",2020-05-07,2,1
"Ealing",2020-05-07,1,1
"East Riding of Yorkshire",2020-05-07,6,2
"East Sussex",2020-05-07,5,3
"Enfield",2020-05-07,1,1
"Essex",2020-05-07,12,4
"Gateshead",2020-05-07,3,2
"Gloucestershire",2020-05-07,12,6
"Greenwich",2020-05-07,1,0
"Hackney",2020-05-07,0,0
"Halton",2020-05-07,1,0
"Hammersmith and Fulham",2020-05-07,1,1
"Hampshire",2020-05-07,16,7
"Haringey",2020-05-07,1,0
"Harrow",2020-05-07,6,4
"Hartlepool",2020-05-07,1,1
"Havering",2020-05-07,4,1
"Herefordshire, County of",2020-05-07,2,1
"Hertfordshire",2020-05-07,16,7
"Hillingdon",2020-05-07,0,0
"Hounslow",2020-05-07,0,0
"Isle of Wight",2020-05-07,0,0
"Islington",2020-05-07,0,0
"Kensington and Chelsea",2020-05-07,0,0
"Kent",2020-05-07,16,5
"Kingston upon Hull, City of",2020-05-07,0,0
"Kingston upon Thames",2020-05-07,2,0
"Kirklees",2020-05-07,6,4
"Knowsley",2020-05-07,3,1
"Lambeth",2020-05-07,0,0
"Lancashire",2020-05-07,8,5
"Leeds",2020-05-07,5,3
"Leicester",2020-05-07,6,3
"Leicestershire",2020-05-07,13,9
"Lewisham",2020-05-07,2,0
"Lincolnshire",2020-05-07,7,1
"Liverpool",2020-05-07,4,2
"Luton",2020-05-07,0,0
"Manchester",2020-05-07,2,1
"Medway",2020-05-07,2,0
"Merton",2020-05-07,0,0
"Middlesbrough",2020-05-07,0,0
"Milton Keynes",2020-05-07,1,1
"Newcastle upon Tyne",2020-05-07,4,1
"Newham",2020-05-07,0,0
"Norfolk",2020-05-07,11,3
"North East Lincolnshire",2020-05-07,0,0
"North Lincolnshire",2020-05-07,3,0
"North Somerset",2020-05-07,7,1
"North Tyneside",2020-05-07,4,3
"North Yorkshire",2020-05-07,16,10
"Northamptonshire",2020-05-07,8,4
"Northumberland",2020-05-07,9,3
"Nottingham",2020-05-07,4,3
"Nottinghamshire",2020-05-07,12,2
"Oldham",2020-05-07,0,0
"Oxfordshire",2020-05-07,12,9
"Peterborough",2020-05-07,3,0
"Plymouth",2020-05-07,0,0
"Portsmouth",2020-05-07,2,0
"Reading",2020-05-07,1,0
"Redbridge",2020-05-07,1,0
"Redcar and Cleveland",2020-05-07,2,0
"Richmond upon Thames",2020-05-07,0,0
"Rochdale",2020-05-07,3,0
"Rotherham",2020-05-07,1,1
"Rutland",2020-05-07,0,
"Salford",2020-05-07,2,0
"Sandwell",2020-05-07,2,1
"Sefton",2020-05-07,2,0
"Sheffield",2020-05-07,4,0
"Shropshire",2020-05-07,3,1
"Slough",2020-05-07,2,2
"Solihull",2020-05-07,0,0
"Somerset",2020-05-07,7,1
"South Gloucestershire",2020-05-07,2,1
"South Tyneside",2020-05-07,1,1
"Southampton",2020-05-07,0,0
"Southend-on-Sea",2020-05-07,9,2
"Southwark",2020-05-07,0,0
"St. Helens",2020-05-07,3,1
"Staffordshire",2020-05-07,4,1
"Stockport",2020-05-07,5,4
"Stockton-on-Tees",2020-05-07,1,1
"Stoke-on-Trent",2020-05-07,0,0
"Suffolk",2020-05-07,11,4
"Sunderland",2020-05-07,4,4
"Surrey",2020-05-07,14,3
"Sutton",2020-05-07,1,1
"Swindon",2020-05-07,5,3
"Tameside",2020-05-07,4,1
"Telford and Wrekin",2020-05-07,0,0
"Thurrock",2020-05-07,0,0
"Torbay",2020-05-07,2,0
"Tower Hamlets",2020-05-07,1,0
"Trafford",2020-05-07,6,3
"Wakefield",2020-05-07,7,0
"Walsall",2020-05-07,2,2
"Waltham Forest",2020-05-07,0,0
"Wandsworth",2020-05-07,0,0
"Warrington",2020-05-07,7,5
"Warwickshire",2020-05-07,14,4
"West Berkshire",2020-05-07,0,0
"West Sussex",2020-05-07,21,8
"Westminster",2020-05-07,0,0
"Wigan",2020-05-07,0,0
"Wiltshire",2020-05-07,14,7
"Windsor and Maidenhead",2020-05-07,1,0
"Wirral",2020-05-07,6,4
"Wokingham",2020-05-07,1,1
"Wolverhampton",2020-05-07,1,1
"Worcestershire",2020-05-07,7,4
"York",2020-05-07,7,2
"Notes:",2020-05-07,,
"1. Data provided by Care Quality Commission",2020-05-07,,
"2. Figures are for deaths CQC are notified of on the days specified. Figures only include deaths that were notified by 08 May 2020, and may be an underestimate due to notification delays.",2020-05-07,,
"3. Figures are for persons who were resident in and died in a care home",2020-05-07,,
"England",2020-05-08,235,104
"Barking and Dagenham",2020-05-08,0,0
"Barnet",2020-05-08,1,1
"Barnsley",2020-05-08,0,0
"Bath and North East Somerset",2020-05-08,0,0
"Bedford",2020-05-08,1,0
"Bexley",2020-05-08,0,0
"Birmingham",2020-05-08,3,2
"Blackburn with Darwen",2020-05-08,2,1
"Blackpool",2020-05-08,0,0
"Bolton",2020-05-08,5,3
"Bournemouth, Christchurch and Poole",2020-05-08,3,2
"Bracknell Forest",2020-05-08,0,0
"Bradford",2020-05-08,1,0
"Brent",2020-05-08,0,0
"Brighton and Hove",2020-05-08,3,2
"Bristol, City of",2020-05-08,2,1
"Bromley",2020-05-08,0,0
"Buckinghamshire",2020-05-08,2,1
"Bury",2020-05-08,1,0
"Calderdale",2020-05-08,1,0
"Cambridgeshire",2020-05-08,10,7
"Camden",2020-05-08,0,0
"Central Bedfordshire",2020-05-08,3,1
"Cheshire East",2020-05-08,3,1
"Cheshire West and Chester",2020-05-08,1,0
"Cornwall",2020-05-08,3,0
"County Durham",2020-05-08,2,1
"Coventry",2020-05-08,1,0
"Croydon",2020-05-08,0,0
"Cumbria",2020-05-08,3,2
"Darlington",2020-05-08,0,0
"Derby",2020-05-08,0,0
"Derbyshire",2020-05-08,6,3
"Devon",2020-05-08,2,0
"Doncaster",2020-05-08,0,0
"Dorset",2020-05-08,4,0
"Dudley",2020-05-08,0,0
"Ealing",2020-05-08,0,0
"East Riding of Yorkshire",2020-05-08,2,0
"East Sussex",2020-05-08,1,0
"Enfield",2020-05-08,0,0
"Essex",2020-05-08,4,1
"Gateshead",2020-05-08,1,1
"Gloucestershire",2020-05-08,7,3
"Greenwich",2020-05-08,0,0
"Hackney",2020-05-08,0,0
"Halton",2020-05-08,0,0
"Hammersmith and Fulham",2020-05-08,0,0
"Hampshire",2020-05-08,12,5
"Haringey",2020-05-08,1,1
"Harrow",2020-05-08,0,0
"Hartlepool",2020-05-08,1,1
"Havering",2020-05-08,0,0
"Herefordshire, County of",2020-05-08,1,0
"Hertfordshire",2020-05-08,4,2
"Hillingdon",2020-05-08,0,0
"Hounslow",2020-05-08,0,0
"Isle of Wight",2020-05-08,2,2
"Islington",2020-05-08,0,0
"Kensington and Chelsea",2020-05-08,0,0
"Kent",2020-05-08,13,9
"Kingston upon Hull, City of",2020-05-08,0,0
"Kingston upon Thames",2020-05-08,2,0
"Kirklees",2020-05-08,1,1
"Knowsley",2020-05-08,3,1
"Lambeth",2020-05-08,0,0
"Lancashire",2020-05-08,6,0
"Leeds",2020-05-08,6,2
"Leicester",2020-05-08,0,0
"Leicestershire",2020-05-08,9,2
"Lewisham",2020-05-08,0,0
"Lincolnshire",2020-05-08,2,0
"Liverpool",2020-05-08,1,1
"Luton",2020-05-08,0,0
"Manchester",2020-05-08,1,1
"Medway",2020-05-08,0,0
"Merton",2020-05-08,1,0
"Middlesbrough",2020-05-08,0,0
"Milton Keynes",2020-05-08,0,0
"Newcastle upon Tyne",2020-05-08,1,1
"Newham",2020-05-08,0,0
"Norfolk",2020-05-08,5,3
"North East Lincolnshire",2020-05-08,0,0
"North Lincolnshire",2020-05-08,1,0
"North Somerset",2020-05-08,2,0
"North Tyneside",2020-05-08,0,0
"North Yorkshire",2020-05-08,0,0
"Northamptonshire",2020-05-08,4,2
"Northumberland",2020-05-08,2,2
"Nottingham",2020-05-08,1,1
